run,train_f1,train_precision,train_recall,train_accuracy,test_f1,test_precision,test_recall,test_accuracy,num_features,run_time_minutes
1,0.949438202247191,0.9548022598870056,0.9441340782122905,0.9485714285714286,0.8831168831168831,0.85,0.918918918918919,0.88,22,0.8588918805122375
2,0.949438202247191,0.9548022598870056,0.9441340782122905,0.9485714285714286,0.8831168831168831,0.85,0.918918918918919,0.88,22,0.8369704842567444
3,0.949438202247191,0.9548022598870056,0.9441340782122905,0.9485714285714286,0.8831168831168831,0.85,0.918918918918919,0.88,22,0.8126265684763591
