experiment,f1_score,precision,recall,accuracy,num_features,improvement_vs_linguistic,improvement_vs_phase2
early_fusion_all_bundles,0.8831168831168831,0.85,0.918918918918919,0.88,22,0.026016883116883105,0.04531688311688309
